Date,Nino1.2,Anom1.2,Nino3,Anom3,Nino 4,Anom4,Nino3.4,Anom3.4,OLR,SOI
2013-05-01,23.24,-1.37,26.52,-0.69,28.57,-0.22,27.58,-0.3,0.6,0.8
2013-06-01,21.27,-1.9,25.84,-0.8,28.57,-0.27,27.37,-0.34,0.4,1.2
2013-07-01,20.02,-1.81,25.3,-0.57,28.61,-0.17,27.04,-0.26,0.6,0.8
2013-08-01,19.83,-1.03,24.5,-0.72,28.5,-0.19,26.43,-0.47,0.8,0.2
2013-09-01,19.81,-0.77,24.96,-0.05,28.74,0.06,26.82,0.05,0.3,0.3
2013-10-01,20.2,-0.67,25.04,-0.05,28.8,0.12,26.62,-0.15,0.1,-0.1
2013-11-01,20.98,-0.64,24.97,-0.23,28.81,0.14,26.73,-0.09,0.5,0.7
2013-12-01,22.83,-0.01,25.29,0.03,28.15,-0.3,26.47,-0.18,0.7,0.1
2014-01-01,24.71,0.19,25.47,-0.2,27.91,-0.32,26.07,-0.49,0.2,1.4
2014-02-01,25.18,-0.92,25.63,-0.75,27.93,-0.16,25.89,-0.85,0.2,0.1
2014-03-01,25.81,-0.79,27.11,-0.05,28.28,0.05,26.89,-0.34,-1.1,-0.9
2014-04-01,25.38,-0.35,27.74,0.17,28.83,0.32,27.99,0.18,-1.0,0.8
2014-05-01,25.18,0.57,27.8,0.59,29.27,0.48,28.33,0.45,-0.1,0.5
2014-06-01,24.39,1.22,27.58,0.93,29.07,0.22,28.18,0.47,-0.7,0.2
2014-07-01,23.19,1.36,26.35,0.48,28.83,0.04,27.27,-0.03,-0.2,-0.2
2014-08-01,21.88,1.02,25.54,0.32,28.97,0.28,26.89,-0.01,0.3,-0.7
2014-09-01,21.32,0.74,25.35,0.34,29.21,0.53,27.07,0.31,0.0,-0.7
2014-10-01,21.26,0.39,25.71,0.63,29.15,0.47,27.2,0.43,-0.2,-0.6
2014-11-01,22.36,0.74,26.08,0.88,29.4,0.73,27.57,0.75,0.2,-0.9
2014-12-01,22.73,-0.11,26.03,0.77,29.2,0.75,27.28,0.63,0.0,-0.6
2015-01-01,24.58,0.06,26.21,0.54,28.92,0.7,27.07,0.51,0.1,-0.8
2015-02-01,25.53,-0.57,26.75,0.37,29.06,0.96,27.48,0.75,-0.1,0.2
2015-03-01,26.73,0.13,27.29,0.12,29.17,0.94,27.68,0.44,-1.9,-0.7
2015-04-01,26.69,0.96,28.33,0.76,29.62,1.1,28.63,0.82,-1.0,-0.0
2015-05-01,25.95,1.34,28.07,0.86,29.68,0.89,28.71,0.83,-0.9,-0.7
2015-06-01,25.09,1.91,27.9,1.26,29.74,0.9,28.73,1.02,-1.4,-0.6
2015-07-01,24.31,2.48,27.58,1.71,29.68,0.89,28.56,1.26,-0.4,-1.1
2015-08-01,22.66,1.8,27.06,1.84,29.42,0.73,28.55,1.65,-1.5,-1.4
2015-09-01,22.84,2.26,27.1,2.09,29.46,0.79,28.55,1.79,-1.7,-1.6
2015-10-01,23.07,2.2,27.46,2.38,29.63,0.95,28.98,2.21,-1.5,-1.7
2015-11-01,23.67,2.04,27.9,2.7,30.22,1.55,29.54,2.72,-1.5,-0.5
2015-12-01,24.94,2.1,27.84,2.57,29.84,1.4,29.03,2.39,-2.7,-0.6
2016-01-01,25.72,1.21,28.16,2.49,29.49,1.26,29.04,2.47,-2.0,-2.2
2016-02-01,27.1,1.01,28.31,1.93,29.47,1.37,28.97,2.23,-2.4,-2.0
2016-03-01,27.72,1.11,28.69,1.53,29.42,1.2,28.85,1.61,-1.6,-0.1
2016-04-01,26.18,0.45,28.27,0.7,29.26,0.75,28.79,0.98,-0.9,-1.2
2016-05-01,25.06,0.44,27.18,-0.03,29.35,0.56,28.15,0.27,-0.2,0.4
2016-06-01,23.54,0.37,26.62,-0.02,29.26,0.41,27.73,0.02,0.1,0.6
2016-07-01,22.22,0.39,25.41,-0.47,28.94,0.15,26.88,-0.42,0.4,0.4
2016-08-01,21.26,0.4,24.79,-0.43,28.69,-0.01,26.41,-0.49,0.7,0.7
2016-09-01,21.17,0.59,24.91,-0.1,28.51,-0.16,26.34,-0.43,0.7,1.2
2016-10-01,21.35,0.48,24.61,-0.48,28.28,-0.4,26.07,-0.7,0.9,-0.3
2016-11-01,21.88,0.26,24.69,-0.51,28.27,-0.41,26.18,-0.64,1.2,-0.1
2016-12-01,23.26,0.42,24.98,-0.28,28.38,-0.06,26.31,-0.33,1.2,0.3
2017-01-01,25.58,1.07,25.64,-0.03,28.15,-0.07,26.3,-0.26,0.9,0.2
2017-02-01,27.24,1.14,26.91,0.53,28.01,-0.09,26.83,0.1,1.4,-0.1
2017-03-01,28.43,1.83,27.66,0.5,28.17,-0.06,27.44,0.21,1.1,0.9
2017-04-01,26.5,0.77,28.13,0.56,28.62,0.11,28.17,0.36,0.4,-0.2
2017-05-01,24.96,0.35,27.59,0.38,28.98,0.19,28.3,0.42,0.1,0.3
2017-06-01,23.15,-0.03,26.71,0.07,29.28,0.44,28.1,0.39,0.6,-0.4
2017-07-01,21.52,-0.32,26.02,0.15,29.02,0.23,27.58,0.28,-0.6,0.8
2017-08-01,20.58,-0.28,25.23,0.02,28.78,0.09,26.85,-0.06,0.2,0.5
2017-09-01,19.87,-0.71,24.5,-0.51,28.59,-0.09,26.44,-0.32,0.6,0.6
2017-10-01,19.8,-1.07,24.69,-0.39,28.56,-0.13,26.4,-0.37,0.6,0.9
2017-11-01,20.5,-1.12,24.25,-0.95,28.32,-0.35,25.91,-0.91,0.9,0.9
2017-12-01,21.62,-1.22,24.12,-1.14,28.06,-0.39,25.72,-0.93,0.7,-0.1
2018-01-01,23.78,-0.74,24.59,-1.09,28.02,-0.2,25.87,-0.7,1.7,1.1
2018-02-01,25.61,-0.49,25.59,-0.79,27.84,-0.26,26.06,-0.67,0.0,-0.5
2018-03-01,25.85,-0.75,26.43,-0.73,28.04,-0.18,26.5,-0.73,0.5,1.5
2018-04-01,24.89,-0.84,27.08,-0.49,28.56,0.05,27.31,-0.49,1.2,0.5
2018-05-01,24.07,-0.54,27.07,-0.15,28.92,0.13,27.77,-0.11,1.0,0.4
2018-06-01,22.48,-0.69,26.82,0.18,29.08,0.24,27.86,0.15,1.0,-0.1
2018-07-01,21.54,-0.29,26.14,0.27,29.01,0.22,27.52,0.22,0.2,0.2
2018-08-01,20.67,-0.18,25.36,0.14,29.16,0.47,27.18,0.28,0.3,-0.3
2018-09-01,20.6,0.02,25.29,0.28,29.13,0.46,27.1,0.33,0.2,-0.9
2018-10-01,21.15,0.27,25.85,0.76,29.56,0.88,27.63,0.86,0.3,0.4
2018-11-01,22.4,0.78,26.12,0.92,29.46,0.79,27.69,0.86,-0.5,-0.1
2018-12-01,23.67,0.84,26.21,0.94,29.41,0.97,27.54,0.9,-0.3,1.0
2019-01-01,25.32,0.8,26.41,0.73,29.06,0.83,27.24,0.67,-0.7,-0.0
2019-02-01,26.77,0.67,27.09,0.71,28.94,0.85,27.44,0.71,-1.8,-1.4
2019-03-01,27.11,0.5,27.95,0.79,29.09,0.87,28.21,0.97,-1.2,-0.3
2019-04-01,26.2,0.47,28.21,0.64,29.13,0.61,28.53,0.72,-0.8,0.1
2019-05-01,24.76,0.15,27.87,0.66,29.41,0.62,28.63,0.75,-0.7,-0.4
2019-06-01,23.15,-0.03,27.07,0.42,29.53,0.69,28.31,0.6,-0.3,-0.5
2019-07-01,21.24,-0.59,25.93,0.06,29.51,0.73,27.72,0.42,0.1,-0.4
2019-08-01,20.39,-0.47,25.11,-0.11,29.31,0.62,27.05,0.15,0.0,-0.1
2019-09-01,19.86,-0.72,24.8,-0.21,29.25,0.57,26.75,-0.01,0.5,-1.2
2019-10-01,19.94,-0.93,25.25,0.16,29.53,0.84,27.28,0.52,0.4,-0.4
2019-11-01,21.49,-0.13,25.57,0.37,29.4,0.73,27.28,0.46,-0.1,-0.8
2019-12-01,23.11,0.27,25.56,0.29,29.29,0.85,27.08,0.44,-0.2,-0.6
2020-01-01,24.49,-0.03,25.89,0.22,29.16,0.94,27.08,0.52,-0.7,0.2
2020-02-01,26.24,0.14,26.48,0.1,28.98,0.88,27.09,0.35,-1.3,-0.1
2020-03-01,27.04,0.44,27.34,0.17,28.95,0.73,27.7,0.46,0.1,-0.1
2020-04-01,26.01,0.28,27.96,0.39,29.04,0.53,28.22,0.41,0.7,0.2
2020-05-01,24.33,-0.28,27.08,-0.13,28.83,0.04,27.67,-0.21,0.7,0.4
2020-06-01,22.31,-0.87,26.07,-0.57,28.99,0.15,27.44,-0.27,1.1,-0.4
2020-07-01,20.83,-1.01,25.45,-0.42,28.83,0.05,27.15,-0.14,0.8,0.4
2020-08-01,20.17,-0.69,24.79,-0.43,28.36,-0.34,26.38,-0.52,0.8,1.1
2020-09-01,19.82,-0.76,24.21,-0.8,28.25,-0.43,26.12,-0.64,0.8,0.9
2020-10-01,20.12,-0.76,24.19,-0.9,27.97,-0.71,25.64,-1.13,1.1,0.5
2020-11-01,20.95,-0.67,24.17,-1.03,27.98,-0.7,25.59,-1.23,1.2,0.7
2020-12-01,21.98,-0.86,24.56,-0.7,27.6,-0.85,25.66,-0.99,1.8,1.8
2021-01-01,23.78,-0.74,25.16,-0.51,27.22,-1.0,25.67,-0.9,2.2,1.9
2021-02-01,25.51,-0.58,25.67,-0.71,27.23,-0.87,25.87,-0.87,1.1,1.5
2021-03-01,26.18,-0.42,26.69,-0.47,27.81,-0.41,26.69,-0.55,1.5,0.4
2021-04-01,24.6,-1.13,26.81,-0.76,28.33,-0.18,27.24,-0.57,0.1,0.3
2021-05-01,23.78,-0.83,26.76,-0.45,28.73,-0.06,27.56,-0.32,0.2,0.5
2021-06-01,23.12,-0.05,26.55,-0.09,28.88,0.04,27.67,-0.04,0.8,0.4
2021-07-01,22.08,0.25,25.77,-0.1,28.66,-0.13,27.11,-0.19,0.3,1.4
2021-08-01,20.84,-0.01,25.02,-0.2,28.62,-0.07,26.62,-0.28,1.0,0.6
2021-09-01,20.76,0.18,24.84,-0.17,28.25,-0.42,26.49,-0.27,0.7,0.8
2021-10-01,20.58,-0.29,24.53,-0.56,28.11,-0.57,26.0,-0.77,1.2,0.7
2021-11-01,20.81,-0.81,24.43,-0.77,27.99,-0.68,25.97,-0.85,1.4,1.0
2021-12-01,21.31,-1.53,24.06,-1.21,27.68,-0.76,25.6,-1.05,1.1,1.5
2022-01-01,23.82,-0.7,24.5,-1.17,28.0,-0.22,25.73,-0.83,1.1,0.5
2022-02-01,24.66,-1.43,25.32,-1.06,27.87,-0.23,26.02,-0.71,1.6,1.1
2022-03-01,25.95,-0.66,26.46,-0.7,27.58,-0.65,26.34,-0.89,1.8,1.8
2022-04-01,24.31,-1.42,26.68,-0.89,27.79,-0.72,26.85,-0.95,1.6,1.7
2022-05-01,23.2,-1.42,26.3,-0.92,27.93,-0.86,26.83,-1.05,1.5,1.4
2022-06-01,21.77,-1.41,26.02,-0.62,28.27,-0.57,27.03,-0.68,1.0,1.7
2022-07-01,20.67,-1.16,25.51,-0.36,27.9,-0.88,26.68,-0.62,0.8,0.8
2022-08-01,20.29,-0.57,24.69,-0.53,27.76,-0.93,25.92,-0.98,1.2,1.0
2022-09-01,19.46,-1.12,24.21,-0.8,27.67,-1.01,25.83,-0.93,1.2,1.6
2022-10-01,19.06,-1.81,24.17,-0.92,27.6,-1.08,25.92,-0.85,1.2,1.7
2022-11-01,20.27,-1.36,24.31,-0.89,27.77,-0.9,25.89,-0.93,1.3,0.3
2022-12-01,22.54,-0.3,24.48,-0.78,27.71,-0.73,25.81,-0.84,1.7,2.1
2023-01-01,24.27,-0.24,25.17,-0.5,27.62,-0.6,25.88,-0.69,1.8,1.4
2023-02-01,26.8,0.71,26.25,-0.13,27.58,-0.52,26.29,-0.44,1.4,1.4
2023-03-01,28.12,1.52,27.52,0.36,28.09,-0.14,27.23,-0.01,1.4,0.2
2023-04-01,28.18,2.45,28.02,0.44,28.81,0.3,27.99,0.1,0.6,0.0
2023-05-01,,,,,,,,,-999.9,0.0
2023-06-01,,,,,,,,,-999.9,0.0
2023-07-01,,,,,,,,,-999.9,0.0
2023-08-01,,,,,,,,,-999.9,0.0
2023-09-01,,,,,,,,,-999.9,0.0
2023-10-01,,,,,,,,,-999.9,0.0
2023-11-01,,,,,,,,,-999.9,0.0
2023-12-01,,,,,,,,,-999.9,0.0
